# x,y,e
322.0,172.0,sad,assets/sample_data_for_grid_1k/mels/0012_001102.png,assets/sample_data_for_grid_1k/waves/0012_001102.wav
262.0,127.0,sad,assets/sample_data_for_grid_1k/mels/0012_001109.png,assets/sample_data_for_grid_1k/waves/0012_001109.wav
247.0,127.0,sad,assets/sample_data_for_grid_1k/mels/0012_001111.png,assets/sample_data_for_grid_1k/waves/0012_001111.wav
262.0,112.0,sad,assets/sample_data_for_grid_1k/mels/0012_001170.png,assets/sample_data_for_grid_1k/waves/0012_001170.wav
247.0,82.0,sad,assets/sample_data_for_grid_1k/mels/0012_001186.png,assets/sample_data_for_grid_1k/waves/0012_001186.wav
247.0,112.0,sad,assets/sample_data_for_grid_1k/mels/0012_001214.png,assets/sample_data_for_grid_1k/waves/0012_001214.wav
247.0,97.0,sad,assets/sample_data_for_grid_1k/mels/0012_001249.png,assets/sample_data_for_grid_1k/waves/0012_001249.wav
232.0,112.0,sad,assets/sample_data_for_grid_1k/mels/0012_001252.png,assets/sample_data_for_grid_1k/waves/0012_001252.wav
232.0,97.0,sad,assets/sample_data_for_grid_1k/mels/0012_001270.png,assets/sample_data_for_grid_1k/waves/0012_001270.wav
232.0,127.0,sad,assets/sample_data_for_grid_1k/mels/0012_001282.png,assets/sample_data_for_grid_1k/waves/0012_001282.wav
277.0,127.0,sad,assets/sample_data_for_grid_1k/mels/0012_001303.png,assets/sample_data_for_grid_1k/waves/0012_001303.wav
247.0,142.0,sad,assets/sample_data_for_grid_1k/mels/0012_001309.png,assets/sample_data_for_grid_1k/waves/0012_001309.wav
262.0,142.0,sad,assets/sample_data_for_grid_1k/mels/0012_001325.png,assets/sample_data_for_grid_1k/waves/0012_001325.wav
232.0,142.0,sad,assets/sample_data_for_grid_1k/mels/0012_001336.png,assets/sample_data_for_grid_1k/waves/0012_001336.wav
262.0,97.0,sad,assets/sample_data_for_grid_1k/mels/0012_001351.png,assets/sample_data_for_grid_1k/waves/0012_001351.wav
217.0,112.0,sad,assets/sample_data_for_grid_1k/mels/0012_001354.png,assets/sample_data_for_grid_1k/waves/0012_001354.wav
277.0,112.0,sad,assets/sample_data_for_grid_1k/mels/0012_001360.png,assets/sample_data_for_grid_1k/waves/0012_001360.wav
217.0,127.0,sad,assets/sample_data_for_grid_1k/mels/0012_001380.png,assets/sample_data_for_grid_1k/waves/0012_001380.wav
262.0,82.0,sad,assets/sample_data_for_grid_1k/mels/0012_001385.png,assets/sample_data_for_grid_1k/waves/0012_001385.wav
277.0,97.0,sad,assets/sample_data_for_grid_1k/mels/0012_001388.png,assets/sample_data_for_grid_1k/waves/0012_001388.wav
232.0,82.0,sad,assets/sample_data_for_grid_1k/mels/0012_001396.png,assets/sample_data_for_grid_1k/waves/0012_001396.wav
367.0,187.0,sad,assets/sample_data_for_grid_1k/mels/0013_001103.png,assets/sample_data_for_grid_1k/waves/0013_001103.wav
367.0,172.0,sad,assets/sample_data_for_grid_1k/mels/0013_001113.png,assets/sample_data_for_grid_1k/waves/0013_001113.wav
382.0,187.0,sad,assets/sample_data_for_grid_1k/mels/0013_001119.png,assets/sample_data_for_grid_1k/waves/0013_001119.wav
382.0,172.0,sad,assets/sample_data_for_grid_1k/mels/0013_001127.png,assets/sample_data_for_grid_1k/waves/0013_001127.wav
352.0,187.0,sad,assets/sample_data_for_grid_1k/mels/0013_001129.png,assets/sample_data_for_grid_1k/waves/0013_001129.wav
367.0,217.0,sad,assets/sample_data_for_grid_1k/mels/0013_001138.png,assets/sample_data_for_grid_1k/waves/0013_001138.wav
367.0,202.0,sad,assets/sample_data_for_grid_1k/mels/0013_001152.png,assets/sample_data_for_grid_1k/waves/0013_001152.wav
